5	1260	
id	mapid	priority	data	poly
86	210010000	5	69991	99.61,114.61;125.81,1528.83;127.15,1533.02;134.66,1531.27;137.58,1534.48;138.01,1537.72;137.08,1540.41;139.76,1545.77;140.05,1552.17;141.8,1555.38;142.84,1560.27;140.67,1563.66;142.83,1565.51;145.19,1564.34;159.72,1558.54;162.57,1550.56;161.52,1542.63;156.5,1534.92;156.22,1529.19;147.92,1525.11;137.14,1518.65;129.16,1521.79
87	210010000	1	69992	0.1,800.1;783.69,1078.15;767.45,1135.64;800.09,1230.28;842.7,1204.38;904.99,1251.15;854.86,1470.59;1119.66,1669.12;1547.64,906.03;1099.05,595.12
88	210010000	20	69993	0.1,100.1;-40.56,-4.56;-26.21,3088.59;3093.13,3100.45;3089.38,6.97
89	210010000	1	69994	0.1,800.1;447.47,1900.64;418.1,1889.52;387.99,1830.26;354.9,1769.08;523.68,1739.05;586.04,1790.58;668.71,1794.67;665.7,1846.19;671.57,1857.17;667.54,1879.08;653.26,1889.51;648.16,1917.39;626.31,1991.15;525.85,2008.7;460.57,1972.01
90	210010000	5	69995	0.1,240.1;235.51,1082.95;254.71,1101.15;310.43,1089.97;333.81,1029.32;300.1,953.57;237.36,957.49;205.76,976.34;199.5,1018.07;206.42,1041.52
91	210010000	1	69996	0.1,800.1;453.72,1918.49;457.76,1973.12;508,2009.99;490.79,2173.67;206.78,2344.08;27.88,2332.78;18.2,1688.34;181.18,1687.55;311.54,1717.2;344.12,1741.16;353.66,1760.2;371.93,1775.56;447.77,1901.29
92	210010000	2	58472	100.1,120.1;613.84,923.98;592.41,944.82;561.52,1028.52;539.36,1053.95;540.89,1076.24;560.55,1089.56;576.27,1107.5;564.41,1127.68;598.2,1163.16;629.12,1155.26;660.36,1160.46;721.65,1114.99;751.88,1119.08;765.34,1107.46;769.9,1101.91;764.69,1062.63;749.22,1048.65;678.53,970.11;643.47,932.59
93	210010000	1	58476	100.1,130.1;818.2,1081.33;781.99,1098.88;776.52,1112.29;763.87,1062.61;753.97,1053.47;719.64,1113.72;738.78,1131.97;749.32,1168.02;789.23,1176.84;818.91,1157.73;830.25,1134.41;848.76,1140.81;882.17,1156.28;917.24,1232.14;969.74,1269.05;1014.08,1279.66;1040.93,1312.91;1060.77,1350.31;1110.34,1393.53;1096.79,1448.63;1097.8,1482.47;1121.39,1522.25;1115.21,1548.79;1130.53,1544.48;1170.36,1488.77;1160.16,1479.98;1143.13,1439.57;1158.89,1408.59;1141.28,1358.23;1100.86,1326.86;1096.39,1307.37;1093.66,1247.81;1035.32,1224.52;998.59,1221.5;962.43,1220.06;933.23,1182.88;921.65,1168.5;916.47,1146.29;892.65,1113.02;862.21,1110.47
94	210010000	30	69997	0.2,800.2;789.61,1078.68;803.98,1147.7;843.72,1154.6;901.31,1216.74;917.78,1275.71;1083.49,1404.67;1093.48,1451.24;1146.88,1351.67;1096.32,1218.23;983.19,1187.49;885.21,1077.04
95	210010000	4	69998	100.1,120.1;286.02,1402.61;274.43,1424.7;262.3,1437.26;258.2,1452.75;265.16,1465.91;280.92,1476.34;297.07,1462.9;301.65,1436.57;351.8,1420.11;372.37,1405.84;388.09,1376.55;408.2,1302.21;428.79,1281.49;460.76,1281.82;489.71,1275.29;529.04,1240.91;550.03,1197.57;572.29,1177.21;663.3,1133.96;591.07,1087.41;550.13,1141.25;523.11,1149.73;491.56,1196;446.67,1222.43;400.78,1221.65;344.54,1324.77
96	210010000	5	69999	0.1,125.13;865.29,1241.92;864.19,1242.68;861.68,1238.35;860.5,1238;856.62,1240.62;856.66,1241.78;859.38,1245.73;857.38,1247;864.08,1257.41;871.92,1252.27;870.62,1250.34;874.19,1248.21;870.87,1243.18;867.48,1245.44
97	210020000	13	70000	0.1,450.1;2156.61,1196.46;2161.79,1214.77;2183.55,1225.41;2245.6,1201.28;2212.88,1157.69;2173.9,1172.63
98	210020000	90	70001	16.1,182.1;237.91,2763.73;289.59,2723.34;349.03,2781.66;296.88,2836.1
99	210020000	10	70002	0.1,450.1;2143.92,1422.26;2140.4,1517.97;2247.74,1573.17;2404.86,1523.3;2533.63,1546.1;2636.34,1472.85;2731.5,1461.12;2727.52,1336.36;2579.11,1365.59;2527.14,1406.63;2520,1399.47;2591.35,1339.58;2504.47,1227.2;2411.9,1333.09;2391.28,1392.29;2320.63,1394.25;2230.8,1426.85
100	210020000	0	70003	16.1,36.1;254.78,414.37;253.65,445.14;277.27,449.77;367.09,421.94;341.84,381.8;350.99,386.7;373.71,395.02;381.89,359.63;355.64,337.91;332.56,365.51;328.18,377.14;343.19,381.8;366.05,422.08;280.66,449.32;294.92,417.64;291.07,408.14;275.37,406
101	210020000	11	70004	0.1,247.1;884.46,2626.27;883.56,2630.09;884.09,2631.14;888.29,2632.12;888,2634.27;890.88,2634.79;898.98,2636.76;901.05,2628.25;899.07,2627.7;899.82,2624.38;894.45,2623.09;893.64,2626.53;889.99,2625.69;889.74,2626.79;885.33,2625.75
102	210020000	79	70005	300,900;3162.77,2615.06;3173.87,1912.75;2518.77,1953.17;2405.26,1994.97;2262.05,2095.1;2070.83,2073.9;1975.47,2144.62;1675.59,2523.19;1699.48,2798.4;1844.55,3131.73;2289.12,3124.39;2276.62,2891;2383.69,2892.62;2393.95,3156.59;2808.3,3163.18;2690.58,2824.75;2763.74,2530.08
103	210020000	21	70006	297.61,614.93;578.34,457.78;588.84,512.65;656.43,527.56;678.59,509.84;741.98,539.69;755.85,506.24;769.42,447.53;699.52,363.85;636.77,391.04;592.46,420.39
104	210020000	3	70007	250,400;287.94,-84.77;434.87,73.29;494.87,259.96;478.42,346.3;344.99,484.41;731.14,609.19;828.46,124.23;824.3,-81.37
105	210020000	1	70008	0.1,800.1;2006.82,1312.89;1844.74,1276.93;1667.2,1532.69;1470.42,1793.79;1867.49,2145.62;1912.37,2284.55;2059.73,2183.68;2135.85,2131.53;2181.6,2098.68;2272.5,2109.32;2334.39,2064.83;2424.48,2016.01;2516.55,1997.74;3130.88,1957.84;3124.46,1260.01;2617.24,1597.59;2289.81,1589.69;2118.87,1312.12
106	210020000	83	70009	0.1,400.1;2741.6,2502.88;2673.3,2605.84;2653.37,2780.58;2745.23,3144.43;3128.34,3150.94;3104.54,2574.38
107	210020000	78	70010	0.1,440.1;2240.53,451.49;2238.84,475.26;2252.32,499.98;2278.19,502.01;2278.54,469.87;2297.39,449.94;2261.16,438.18
108	210020000	1	70011	0.1,800.1;817.83,2048.66;783.09,2117.36;811.2,2160.9;886.74,2266.41;926.12,2271.2;939.69,2350.64;930.03,2449.22;962.71,2501;1017.35,2448.44;1017.14,2410.41;972.66,2383.15;946.96,2351.77;978.8,2278.48;871.09,2087.83
109	210020000	93	70012	0.1,800.1;56.2,2279.92;-24.44,2323.33;-22.8,2506.83;128.99,2509.02;191.94,2484.34;252.55,2391.6
110	210020000	92	70013	153.38,193.38;73.16,2653.71;119.87,2729.41;83.58,2786.71;224.37,2920.29;345.56,2928.77;365.22,2965.19;408.3,2916.67;423.29,2880.47;541.06,2880.43;515.09,2817.96;500.12,2743.73;532.67,2698.81;486.33,2661.5;482.54,2608.3;443.93,2577.41;415.21,2641.4;449.33,2789.31;361.18,2859.6;242.93,2868.09;225.52,2814.99;185.29,2793.84;179.77,2684.48;252.35,2601.67;397.63,2603.63;423.83,2564.48;394.44,2527.92;201.48,2498.61;131.59,2568.58;173.91,2607
111	210020000	1	70014	0.2,800.2;1382.82,204.2;1378.5,290.33;1372.62,316.46;1334.08,321.03;1313.18,356.3;1325.34,402.07;1307.54,501.73;1312.61,667.22;1389.9,709.22;1578.27,645.56;1633.24,567.48;1625.58,279.65;1494.33,209.43
112	210020000	91	70015	207.88,257.88;50.69,2079.31;30.23,2226.02;412.3,2456.29;553.91,2325.71;544.34,2121.16;429.7,2036.56;236.78,1994.61
113	210020000	6	70016	0.1,380.1;2030.52,1632.5;2018.67,1651.73;1998.55,1658.33;1982.75,1681.24;1967.15,1695.53;1976.76,1737.31;1954.75,1739.5;1952.93,1767.56;1984.73,1811.99;1961.43,1831.63;1917.17,1845.21;1902.34,1875.23;1917.78,1941.65;1949.15,1937.3;1944.64,1880.68;1979.91,1859.35;2001.63,1862.61;2026.39,1848.76;2030.19,1822.92;1997.48,1769.73;2004.76,1766.68;2018.69,1753.75;2005.46,1720.14;2018.56,1698.27;2053.08,1682.28;2085.14,1672.27;2098.77,1654.24;2104.33,1629.26;2081.92,1608.22;2046.41,1603.88
114	210020000	10	70017	0.1,368.1;1944.16,2038.31;1943.63,2039.21;1944.8,2043.17;1943.03,2043.74;1942.29,2045;1946.05,2056.82;1947.63,2057.61;1956.33,2054.49;1957.02,2053.2;1953.18,2041.61;1951.93,2041.12;1949.99,2041.48;1948.58,2037.58;1947.58,2037.17
115	210020000	10	70018	262,307;266.13,2761.01;254.68,2790.58;267.43,2804.75;289.65,2791;295.98,2797.11;331.34,2766.3;329.14,2758.59;308.87,2734.24;300.13,2730.44
116	210020000	90	70019	269.33,282.33;247.41,2732.08;263.98,2717.67;280.43,2736.1;276.08,2740;282.19,2746.55;274.65,2753.32;268.32,2746.61;264.31,2750.46
117	210020000	23	70020	0.1,430.1;2288.88,499.4;2158.46,712.67;2197.54,767.98;2260.68,808.27;2269.23,832.33;2213.65,827.77;2191.42,843.66;2215.84,944.99;2069.54,1020.81;2053.52,1054.98;2090.36,1126;2161.91,1139.35;2191.81,1150.03;2202.49,1139.35;2184.87,1077.41;2195.01,1046.44;2230.79,1009.06;2288.46,1012.8;2317.29,987.71;2286.33,880.99;2398.81,899.72;2567.17,850.11;2607.46,696.19;2550.02,593.89;2552.94,459.49;2347.12,408.6
118	210020000	12	70021	200,246;789.55,2216.79;789.93,2217.72;793.62,2219.85;794.23,2219.65;796.67,2216.04;798.53,2216.92;804.52,2207.26;797.1,2202.76;796,2204.47;792.99,2202.57;790.08,2207.15;793.14,2209.08;791.11,2212.34;791.97,2212.87
119	210020000	10	70022	0.1,364.1;1333.25,334.28;1325.11,341.62;1328.22,392.3;1427.31,405.57;1530.5,409.51;1528.69,313.02;1460.55,315.95;1456.22,216.04;1387.64,218.82;1381.65,328.47
120	210020000	1	70023	0.1,800.1;1255.1,1176.68;1117.84,1369.04;853.69,1518.14;1177.04,2070.3;1563.36,1767.47;1658.24,1608.39;1690.33,1531.65;1642.11,1412.75;1729.88,1288.39;1702.46,1145.08;1565.21,1054.55
121	210020000	14	70024	200,238;726.59,2267.07;726.43,2268.03;728.7,2271.61;727.19,2272.96;728.74,2275;732.15,2280.79;733.28,2282.45;740.7,2277.66;739.44,2276.07;742.52,2274.01;739.55,2269.39;736.53,2271.44;734.37,2268.29;733.5,2268.66;731,2265.07;729.93,2264.9
122	210020000	3	70025	227.24,247.24;780.4,2578.38;757.45,2605.78;737.71,2612.67;742.49,2643.71;771.93,2674.47;791.58,2672.43;801.14,2634.86;796.7,2618.41;806.56,2587.9
123	210020000	5	70026	16.1,216.1;-25.29,-63.61;-26.65,508.41;269.55,562.76;455.69,418.74;497.81,258.41;448.9,38.3;338.85,-64.97
124	210020000	8	70027	0.1,600.1;1673.9,1213.64;1670.29,1302.89;1643.62,1330.27;1629.04,1405.18;1639.48,1442.45;1683.25,1470.31;1726.07,1432.66;1752.06,1423.32;1748.25,1237.91;1705.12,1209.22
125	210020000	20	70028	0.14,267.14;753.77,2805.36;753.44,2806.04;749.13,2805.16;748.19,2805.77;747.22,2809.57;747.71,2810.62;752.04,2811.78;751.49,2813.83;762.47,2816.71;764.91,2807.81;762.91,2807.22;763.76,2804.25;758.49,2802.85;757.5,2806.4
126	210020000	80	70029	16,153.38;86.01,2515.17;70.95,2891.67;250.59,2974.5;434.54,2972.35;561.47,2898.12;549.64,2693.74;509.84,2546.37;396.89,2483.98;190.35,2462.46
127	210020000	10	70030	0.1,247.1;821.7,2615.71;823.78,2617.14;822.71,2619;827.11,2622.1;829.08,2619.13;832.4,2621.11;832.96,2620.13;836.83,2622.7;837.87,2622.43;839.98,2619.08;839.71,2617.96;836.07,2615.65;836.97,2613.98;834.83,2612.66;833.05,2611.42;827.51,2607.64
128	210020000	11	70031	0.1,450.1;2323.96,1193.32;2323.24,1208.13;2339.01,1297.15;2356.14,1313.49;2386.25,1310.2;2395.03,1287.01;2383.42,1262.66;2370.16,1199.47;2347.72,1199.44;2338.17,1190.22;2330.22,1190.85
129	210020000	14	70032	-5.26,494.74;2637.82,692.05;2564.37,667.94;2505.35,657.05;2485.23,633.3;2358.97,673.61;2350.65,707.07;2352.83,740.65;2333.96,787.87;2310.78,798.6;2291.86,803.72;2208.39,827.56;2176.56,829.55;2191.62,937.88;2125.9,976.18;2049.2,999.79;2010.67,1094.42;1970.93,1177.68;1913.31,1256.44;1941.47,1291.57;2013.14,1306.39;2032.06,1303.84;2049.73,1274.64;2069.75,1187.28;2082.07,1165.57;2090.67,1147.93;2107.24,1140.92;2171.58,1167.36;2200.6,1165.74;2215.48,1144.21;2201.47,1077.78;2216.83,1046.55;2243.31,1027.65;2269.37,1025.67;2310.38,1005.37;2327.57,998.61;2313.41,948.27;2304.73,895.45;2322.77,882.38;2378.29,879.58;2407.14,866.3;2457.43,868.96;2609.29,855.89
130	210020000	33	70033	0.1,800.1;2247.64,2868.8;2256.78,3097.99;2413.27,3099.37;2401.1,2862.7;2365.64,2836.74
131	210020000	17	70034	0.1,800.1;2058.4,1340.12;2197.84,1650.27;2466.11,1655.31;2548.95,1665.89;3081.21,1316.71;3086.71,700.21;2317.88,1101.06;2156.75,1237.28
132	210020000	21	70035	0.1,340.1;1899.94,2329.4;1678.07,2598.49;1783.97,2863.85;1925.29,2746.04;2129.44,2801.38;2188.71,2733.55;2324.51,2705.09;2355.71,2682.09;2470.97,2874.35;2660.06,3093.49;3091.1,3095.69;2632.07,2857.7;2702.74,2781.93;2742.66,2540.89;2721.71,2481.21;3125.44,2172.18;2716.06,1919.22;2530.93,1983.72;2509.77,2154.31;2316.69,2223.08;2184.45,2174.15
133	210020000	11	70036	258,268;379.79,2757.6;372.57,2769.63;386.28,2778.14;393.54,2765.36
134	210020000	12	70037	0.1,450.1;2216.21,1264.18;2214.35,1286.5;2226.91,1291.32;2244.84,1284.73;2261.84,1285.1;2282.06,1246.55;2276.85,1239.05;2258.37,1232.79;2241.8,1244.57
135	210020000	9	70038	0.2,600.2;1861.35,1036.54;1820.13,1137.93;1867.4,1217.01;1935.41,1222.96;1940.36,1100.16
136	210020000	0	70039	16.1,36.1;139.89,164.67;168.01,192.56;173.19,192.56;212.3,153.18;207.64,144.56;164.92,137.63;149.34,146.98
137	210020000	95	70040	0.1,350.1;1262.64,2580.6;1261.52,2617.39;1319.5,2629.55;1323.33,2586.04;1272.36,2579.73;1304.43,2492.63;1315.32,2467.8;1305.3,2444.63;1285,2458.81;1293.46,2487.01;1308.76,2490.71;1276.89,2578.32
138	210020000	90	70041	0.1,16.1;-6.79,-88.23;-8.99,524.47;565.99,534.95;562.59,-139.01
139	210020000	5	230	16.1,416.1;-65.86,-20.47;-71.03,535.39;274.68,546.49;404.65,463.4;453.91,413.41;469.72,383.27;496.48,252.21;473.88,137.46;392.07,-21.11
140	210020000	2	70042	207.88,227.88;124.54,2137.57;107.33,2143.72;90.38,2170.21;98.68,2187.02;119.24,2186.43;124.99,2175.81;145.07,2184.6;179.53,2173.2;214.02,2155.41;241.94,2164.41;264.88,2177.51;261.83,2191.56;269.41,2199.25;263.79,2211.61;252.89,2213.94;244.8,2236.38;278.32,2263.77;292.53,2255.04;299.96,2226.12;292.34,2210.97;294.68,2200.46;286.92,2177.26;309.31,2170.42;334.68,2177.45;339.08,2198.53;330.86,2214.56;339.32,2224.14;358.04,2223.52;380.66,2230.57;372.57,2247.47;377.72,2275.57;343.56,2321.94;365.13,2354.81;394.07,2364.1;443.81,2356.11;428.97,2340.22;436.32,2317.45;428.14,2305.71;442.51,2256.57;434.15,2247.08;428.79,2230.94;382.34,2202.91;379.89,2191.36;366.08,2178.93;408.6,2141.16;424.46,2155.35;422.36,2169.7;454.25,2181.5;472,2165.95;483.43,2151.04;473.84,2142.26;461.72,2143.18;458.04,2111.99;443.87,2103.5;433.8,2108.83;419.84,2095.06;387.67,2088.37;377.97,2075.8;358.36,2068.84;328.73,2076.27;305.76,2090.53;309.23,2111.06;356.78,2108.88;362.45,2127.97;319.98,2152.44;284.63,2112.88;261.21,2103.27;245.79,2089.36;250.38,2049.83;222.44,2040.52;197.92,2038.66;185.6,2060.06;193.11,2082.92;205.09,2102.5;227.58,2121.52;212.27,2125.37;180.11,2147.87
141	210020000	6	70043	0.1,800.1;1461.33,792.15;1441.18,880.84;1486.45,935.56;1562.47,975.71;1645.84,889.8;1643.68,808.2;1757.98,719.94;1696.13,656.65;1630.43,694.46
142	210020000	50	70044	262,287;247.38,2732.14;264.37,2716.62;275.6,2727.91;287.6,2718.4;300.83,2730.82;265.98,2762.6;266.52,2754.42
143	210020000	90	70045	0.1,271.15;1093.54,1559.33;1101.49,1587.73;1132.5,1685.6;1153.72,1700.47;1151.15,1729.06;1200.73,1752.31;1231.55,1731.29;1247.89,1712.97;1257.8,1688.75;1315.31,1678.45;1300.57,1594.59;1268.04,1570.88;1197.59,1564.78;1163.63,1534.08;1122.87,1540.09
144	210020000	1	70046	380,780;1473.33,734.33;1394.29,1056.21;1605.24,1094.83;1655.03,1121.46;1652.13,1137.4;1638.81,1150.03;1651.78,1192.7;1678.41,1222.07;1737.9,1347.7;1840.39,1325.44;1862.07,1190.17;1932.87,1067.07;1966.24,934.54;2112.11,779.14;2065.1,406.63;1602.99,270.9;1613.45,546.49;1558.27,641.4;1397.02,693.81
145	210020000	15	70047	0.1,380.1;2224.7,677.98;2228.05,718.95;2263.25,720.87;2270.44,705.86;2267.04,675.16
146	210020000	96	70048	0.1,400.1;2086.35,2560.33;2085.51,2572.79;2069.68,2559.53;2084.72,2528.27;2058.21,2517.59;2049.11,2547.66;2066.52,2561.71;2070.47,2556.17;2086.5,2568.04;2088.25,2604.02;2118.21,2603.16;2114.18,2556.39;2102.23,2556.48;2122.41,2509.99;2134.28,2513.94;2153.27,2479.32;2125.58,2463.69;2109.15,2502.07;2121.42,2509.39;2129.14,2512.95;2107.18,2556.28
147	210020000	5	70049	0.1,500.1;1376.71,540.1;1347.72,590.9;1334.68,635.47;1410.09,685.46;1449.62,666.26;1546.69,602.78;1416.33,510.55
148	210020000	1	70050	153.38,173.38;204.08,2508.64;190.68,2527.11;167.6,2540.95;145,2550.39;133.72,2564.63;176.01,2590.2;174.7,2612.23;163.65,2620.49;121.59,2636.76;97.64,2682.57;107.79,2709.51;129.08,2712.64;119.36,2740.15;97.87,2749.03;87.52,2780.06;110.11,2803.4;132.35,2856.07;159.09,2866.39;208.07,2924.45;244.61,2932.34;274.67,2922.1;311.54,2912.28;336.94,2926.52;345.35,2954.4;371.39,2968.3;404.06,2954.71;417.24,2898.26;435.41,2875.78;480.43,2866.4;493.92,2875.04;515.11,2870.76;507.82,2826.64;509.26,2781.88;488.63,2760.75;482.53,2736.65;519.35,2708.16;520.36,2689.59;469.56,2652.93;479.34,2612.41;465.28,2594.48;437.66,2593.28;435.58,2620.44;422.59,2639.59;422.55,2659.79;444.37,2678.5;427.53,2707.54;435.79,2715.68;451.82,2716.34;439.94,2747.13;444.54,2775.85;459.46,2789.03;447.47,2805.97;420.61,2796.91;401.16,2815.73;415.44,2841.61;387.23,2847.25;358.38,2869.07;334.2,2868.37;262.54,2863.45;241.26,2875.47;234.22,2867.49;234.91,2847.48;228.07,2819.76;213.54,2804.55;199.04,2794.27;186.41,2787.55;180.58,2725.55;194.16,2706.81;169.8,2684.52;172.79,2667.97;201.48,2656.75;247.04,2593.71;257.3,2585.67;283.84,2610.36;305.52,2604.26;331.7,2571.72;339.34,2584.94;413.04,2588.72;413.93,2574.61;381.89,2514.09;333.14,2516.97;277.22,2509.68;246.77,2497.29;217.81,2494.73
149	210020000	12	70051	265,275;291.77,2663.87;277.79,2675.18;280.59,2678.7;277.49,2681.26;283.95,2689.42;287.51,2686.3;290.18,2689.92;291.33,2689.2;294.94,2694.39;305.63,2685.51;302.58,2680.83;304.43,2679.65
150	210020000	40	70052	0.1,207.97;-31.77,2032.49;250.38,2034.9;275.3,2087.96;340.41,2043.74;453.75,2075.9;497.97,2153.87;449.73,2219.79;452.95,2328.31;430.44,2379.75;323.53,2369.3;329.16,2248.73;274.5,2283.29;215.01,2242.29;196.52,2182.81;152.31,2206.93;-29.36,2205.32
151	210020000	93	70053	261.63,270.13;323.5,2785.44;319.7,2787.34;313.33,2782.19;307.9,2786.53;309.26,2791.68;318.35,2802.12;326.22,2794.93;327.57,2790.32
152	210020000	1	70054	16.1,816.1;-107.48,1955.59;-103.8,2278.51;304.44,2428.2;510.25,2423.45;671.78,2519.39;684.69,3137.53;1088.55,3152.68;1096.94,2596.39;998.86,2551.43;969.37,2511.79;1000.68,2375.81;873.87,2158.18;717.89,1996.09;555.89,1960.99;345.37,1987.63;291.93,1961.68;199.02,1973.43;63.5,1954.02
153	210020000	13	70055	200,238;732.99,2238.77;733.99,2239.5;737.86,2239.01;738.57,2238.28;738.19,2234.03;740.09,2233.65;739.12,2222.01;730.62,2222.7;730.89,2225.2;727.1,2225.41;727.56,2230.85;731.21,2230.66;731.53,2234.31;732.69,2234.22
154	210020000	2	70056	0.1,800.1;-15.52,1088.35;-11.82,1287.52;148.85,1309.94;220.53,1297.41;272.26,1335.95;331.28,1313.65;395.74,1235.56;368.04,1094.68;217.77,1069.53
155	210020000	1	70057	0.1,800.1;-56.96,1630.98;-65.15,1967.1;141.79,1969.81;202,1977.66;292.32,1959.34;365.62,1994.68;422.31,2014.85;468.13,2039.72;559.75,2048.89;629.26,2030.31;781.55,2047.75;856.09,2167.94;952.48,2286.99;944.79,2373.13;1050.63,2503.86;1147.93,2539.77;1514.98,2379.51;1126.16,1859.31;946.62,1459.15;794.29,1489.81;404.97,1543.38;260.99,1567.2;-17.1,1547.43
156	210020000	36	70058	0.1,227.33;749.91,2613.94;745.73,2619.73;742.44,2651.83;773.68,2677.91;808.72,2678.73;805.49,2589.47;784.48,2579.11;767.11,2602.16
157	210020000	2	70059	0.1,800.1;1516.76,1718.58;1174.29,1990.58;1419.52,2392.25;1504.08,2396.48;1594.99,2432.36;1497.03,2637.41;1438.77,2780.59;1531.07,3136.84;1885.7,3148.17;1707.39,2555.48;1990.6,2190.59;1844.59,2040.02;1851.96,1943.97
158	210020000	92	70060	270.12,278.12;316.81,2784;314.72,2785.79;311.67,2783.72;307.24,2787.73;309.04,2790.5;307.14,2793.13;316.85,2803.51;326.96,2795.93
159	210020000	5	70061	271.06,291.06;1087.95,1559.67;1101.34,1584.21;1123.93,1592.95;1132.54,1605.47;1129.79,1614.54;1129.51,1654.64;1152.48,1691.24;1145.4,1723.75;1173.18,1737.83;1197.93,1752.94;1244.66,1715.08;1242.41,1681.24;1277.88,1680.61;1304.46,1673.23;1316.19,1641.11;1278.23,1572.87;1233.09,1562.06;1208.86,1555.64;1193.17,1564.13;1183.87,1562.38;1168.82,1545.02;1148.18,1534.39;1131.85,1539.77;1114.32,1539.56
160	210020000	50	70062	271.19,291.19;276.48,2771.92;287.37,2784.34;266.65,2802.17;256.15,2790.12
161	210020000	11	70063	0.1,368.1;1973.69,2019.77;1971.81,2018.08;1970.43,2016.46;1969.52,2016.32;1967.25,2018.09;1967.14,2019.19;1968.95,2021.85;1970.58,2025.02;1970.61,2026.74;1972.61,2029.15;1974.27,2029.66;1975.89,2029.3;1977.25,2028.69;1978.86,2026.26;1978.75,2024.33;1976.66,2021.49;1975.4,2021.21
162	210020000	35	70064	0.1,212.72;776.89,2491.73;777.08,2515.22;807.67,2515.36;807.56,2484.8;783.69,2484.88
163	210020000	79	70065	426.84,568.4;1161.99,1040.97;1164.64,1213.54;1307.21,1302.38;1527.93,1193.68;1510,1029.65;1305.89,932.26
164	210020000	51	70066	262,287;300.51,2792.65;330.42,2766.08;341.93,2780.2;330.79,2790.42;326.15,2796.73;316.67,2804.9
165	210020000	2	70067	153.27,953.27;-84.34,2274.88;-61.25,3077.26;686.59,3097.02;723,2781.98;716.42,2618.45;731.2,2518.6;676.74,2424.61;586.88,2369.73;484.21,2352.18;374.89,2384.68
166	210020000	40	70068	380,980;2036.89,-29.12;2060.3,503.79;2095.9,766.96;1960.68,940.09;1855.11,1243.14;2076.65,1354.54;2337.12,1111.25;3116.19,726.95;3106.67,-15.23
167	210020000	1	70069	0.1,800.1;749.51,-13.7;667.2,544.93;-53.46,529.83;-56.89,1118.21;307.14,1118.21;314.06,1217.87;155.49,1295.06;-61.02,1235.88;-60.8,1599.1;575.11,1641.05;793.04,1567.3;997.26,1459.74;1046.44,1424.18;1101.03,1446.02;1192.71,1353.05;1198.3,1308.06;1256.97,1209.96;1444.9,1060.32;1469.5,922.03;1507.92,922.31;1531.71,788.49;1397.22,680.74;1314.7,620.23;1300.03,502.87;1329.78,402.45;1308.46,356.84;1330.58,318.63;1368.81,312.97;1381.65,263.61;1394.01,222.44;1480.68,222.75;1608,295.5;2095.43,462.83;2098.07,-36.53
168	210020000	20	70070	328.51,398.51;1842.91,2565.98;1868.52,2607.98;1930.93,2567.21;1926.14,2557.54;2337.98,2468.99;2376.01,2474.25;2380,2473.82;2400.22,2629.67;2389.32,2638.63;2414.2,2681.83;2489.64,2617.9;2461.72,2579.45;2395.19,2634;2378.49,2474.04;2387.33,2453.43;2380.08,2443.36;2342.04,2437.42;2336.63,2444.76;2327.2,2462.89;2335.72,2467.34;2346.86,2470.07;1927.07,2559.74;1907.57,2519.97
169	210020000	22	70071	200,400;1891.23,1953.89;1850.95,2045.83;1897.3,2065.99;1947.57,2068.69;1960.76,2062.98;1956.77,2054.61;1947.3,2057.49;1945.93,2056.26;1942.36,2045;1943.32,2043.62;1944.83,2043.35;1943.59,2039.23;1943.87,2038.27;1947.3,2036.76;1948.67,2037.17;1950.18,2041.15;1952.11,2041.02;1953.34,2041.7;1957.05,2052.82;1956.64,2054.47;1947.71,2057.77;1948.12,2068.48;1960.21,2064.63;1980.19,2044.05;1986.29,2034.97;1987.89,2031.35;1979.31,2026.93;1977.36,2028.88;1975.8,2029.92;1974.24,2030.05;1972.81,2028.88;1970.21,2026.93;1970.6,2025.63;1968.87,2021.63;1966.79,2018.86;1967.25,2017.85;1969.43,2016.4;1970.34,2016.27;1975.41,2021.34;1976.63,2021.53;1978.66,2024.2;1978.53,2026.41;1976.71,2030.18;1984.38,2036.81;1987.63,2032.01;1995.6,1998.4;1997.97,1952.16;1948.04,1931.82
170	210020000	7	70072	0.1,600.1;1587.32,1064.29;1563.89,1127.17;1612.73,1155.68;1658.88,1127.25;1669.14,1092.28;1664.29,1055.88;1657.75,1031.62;1622.95,1027.24
171	210020000	50	70073	0.1,470.1;1749.43,900.31;1745.86,904.88;1745.82,910.61;1749.14,915.42;1754.64,917.16;1760.15,915.45;1763.48,910.89;1763.83,905.09;1759.69,900.34;1761.94,893.98;1757.62,892.52;1755.4,898.78
